MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged25-29|Primary Education,million,,,,,,,,,,,,,0.247953129,0.121903981,0.100111523,0.077697487,0.068147001,0.058935025,0.047451508,0.040984245,0.034482647,0.028353236,0.02307575,0.018072041,0.014411987,0.012254793,0.010555761,0.00925269,0.008258035,0.007538054,0.007336508,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged25-29|Secondary Education,million,,,,,,,,,,,,,6.272013722,5.602594293,5.333661385,4.749920501,4.854482341,4.992380717,4.866142593,5.158414005,5.391336392,5.562249676,5.65401427,5.714932952,5.807684363,5.947207062,6.049680889,6.118351417,6.142784226,6.149911768,6.175129357,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged25-29|Tertiary Education,million,,,,,,,,,,,,,4.18114951,5.561914614,6.043177868,5.96101706,6.579619325,7.16731924,7.294440893,7.993034917,8.575608576,9.039622518,9.349429217,9.750463123,10.19808482,10.73094519,11.19763846,11.59781348,11.90587044,12.16913849,12.45749875,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged30-34,million,,,,,,,,,,,,,9.760926,11.37710466,12.05851741,12.31495068,11.64319343,12.32844444,13.06547987,13.15173068,14.10931181,14.87938077,15.47248757,15.76377983,16.11143162,16.54125307,17.10826411,17.56988681,17.93164161,18.16076121,18.33261556,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged30-34|No Education,million,,,,,,,,,,,,,0.051150683,0.026631488,0.013300499,0.011791599,0.009336099,0.008231362,0.008277715,0.008064561,0.008620961,0.009059018,0.009386362,0.009563074,0.009773976,0.010034727,0.010378703,0.010658746,0.010878204,0.011017199,0.011121454,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged30-34|Primary Education,million,,,,,,,,,,,,,0.199758995,0.122747339,0.099388543,0.08297859,0.065419607,0.057527759,0.050254006,0.041318354,0.035971488,0.03055616,0.025431984,0.0199557,0.015892506,0.012950344,0.011216186,0.009860624,0.008826099,0.008034758,0.007461357,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged30-34|Secondary Education,million,,,,,,,,,,,,,5.052773552,4.850725576,4.558014723,4.160396718,3.573990085,3.500768196,3.48753808,3.344133814,3.451689404,3.527353793,3.571896592,3.48151209,3.411067688,3.364018599,3.345507108,3.307906205,3.254900992,3.182860509,3.106837928,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged30-34|Tertiary Education,million,,,,,,,,,,,,,4.45724277,6.377000252,7.387813642,8.059783772,7.994447641,8.761917127,9.519410068,9.758213948,10.61302995,11.3124118,11.86577263,12.25274896,12.67469745,13.1542494,13.74116211,14.24146123,14.65703631,14.95884874,15.20719482,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged35-39,million,,,,,,,,,,,,,10.122154,10.13880457,11.82867019,12.60974543,12.84849998,12.20073501,12.86593949,13.61675144,13.77884859,14.7155901,15.45745849,15.97873403,16.19961314,16.47330967,16.8286409,17.32245281,17.70948094,17.99715001,18.1547719,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged35-39|No Education,million,,,,,,,,,,,,,0.048368426,0.053017851,0.027633523,0.013883756,0.012282857,0.009769504,0.008579682,0.008617921,0.008441727,0.008985006,0.009405665,0.009689218,0.00982416,0.009990974,0.010206693,0.010506169,0.010740881,0.01091533,0.011010907,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged35-39|Primary Education,million,,,,,,,,,,,,,0.364769377,0.207222683,0.127462958,0.103819121,0.0864891,0.068493546,0.059990617,0.052340553,0.043265201,0.037500588,0.031732071,0.026256772,0.020502956,0.016246732,0.013173245,0.011354729,0.00993726,0.008856766,0.008030633,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged35-39|Secondary Education,million,,,,,,,,,,,,,5.332093906,5.247650234,5.042402262,4.765579585,4.339962525,3.744596745,3.652925155,3.634285395,3.503270151,3.599739371,3.664178881,3.688597827,3.577643084,3.487591713,3.422381919,3.387307766,3.334103948,3.266708471,3.181728393,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged35-39|Tertiary Education,million,,,,,,,,,,,,,4.376922291,4.630913798,6.631171448,7.72646297,8.409765493,8.377875211,9.144444041,9.921507572,10.22387151,11.06936514,11.75214187,12.25419022,12.59164294,12.95948025,13.38287904,13.91328415,14.35469885,14.71066945,14.95400197,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged40-44,million,,,,,,,,,,,,,10.273113,10.32001202,10.41611253,12.16194339,12.97468403,13.20899594,12.58066331,13.23932607,14.0036509,14.21663758,15.14217283,15.83700095,16.30419262,16.47288168,16.69045361,16.98872272,17.42629128,17.75689005,17.98947506,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged40-44|No Education,million,,,,,,,,,,,,,0.053715501,0.049154314,0.054309336,0.028337019,0.014252291,0.01260178,0.010056085,0.008815508,0.008851831,0.008701227,0.009238141,0.009630666,0.009881895,0.00998633,0.01011937,0.010300394,0.010565642,0.010766033,0.010907001,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged40-44|Primary Education,million,,,,,,,,,,,,,0.358193145,0.371172711,0.212511882,0.130840842,0.106672261,0.088805107,0.070550729,0.061675301,0.053786928,0.044612354,0.03856873,0.032498683,0.026783556,0.020844029,0.016457329,0.013295562,0.011420128,0.009961451,0.008850773,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged40-44|Secondary Education,million,,,,,,,,,,,,,5.564557419,5.435387303,5.390149829,5.183310507,4.902435171,4.460837503,3.860514455,3.758356209,3.737065193,3.614199771,3.703784789,3.753909457,3.763544912,3.637860525,3.533444239,3.454818535,3.407493854,3.34291104,3.26519803,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged40-44|Tertiary Education,million,,,,,,,,,,,,,4.296646936,4.464297692,4.759141483,6.819455022,7.951324305,8.646751549,8.639542036,9.410479054,10.20394695,10.54912423,11.39058117,12.04096214,12.50398226,12.8041908,13.13043267,13.51030822,13.99681166,14.39325152,14.70451926,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged45-49,million,,,,,,,,,,,,,11.582028,10.344483,10.44763613,10.59970673,12.36160574,13.20103703,13.44103636,12.83060414,13.49148041,14.2679363,14.51514517,15.41122947,16.07111848,16.49901655,16.62797634,16.80363325,17.06000655,17.45645599,17.74669849,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged45-49|No Education,million,,,,,,,,,,,,,0.076386774,0.053819606,0.049542282,0.055051019,0.028702067,0.014457105,0.012789945,0.010233429,0.008967429,0.009005836,0.00887378,0.009393931,0.009766377,0.009994857,0.010075625,0.010183174,0.010338686,0.010578852,0.010754657,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged45-49|Primary Education,million,,,,,,,,,,,,,0.390662664,0.359594695,0.374759678,0.215742774,0.132704205,0.108333858,0.090222363,0.07185627,0.062781782,0.054753559,0.045517178,0.039232504,0.032965111,0.027094843,0.021033909,0.016563731,0.013346997,0.011436032,0.009952252,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged45-49|Secondary Education,million,,,,,,,,,,,,,6.649489529,5.601803935,5.501313755,5.483756341,5.266857494,4.986563337,4.538051805,3.936341507,3.829236493,3.807022716,3.689651051,3.76925068,3.809137019,3.808317506,3.671934397,3.557230484,3.469142097,3.413219747,3.340821258,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged45-49|Tertiary Education,million,,,,,,,,,,,,,4.465489034,4.329264768,4.522020416,4.8451566,6.933341973,8.091682725,8.799972251,8.812172928,9.590494703,10.39715419,10.77110316,11.59335235,12.21924997,12.65360934,12.92493241,13.21965586,13.56717877,14.02122135,14.38517032,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged5-9,million,,,,,,,,,,,,,10.205516,10.83795363,10.6970331,11.70825315,12.56457932,13.23637465,13.64863796,14.23819951,14.92335568,15.75020083,16.49622718,17.14407951,17.65036535,18.08783664,18.56344861,19.08737854,19.58481137,19.98663668,20.28089096,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged5-9|No Education,million,,,,,,,,,,,,,10.205516,10.83795363,10.6970331,11.70825315,12.56457932,13.23637465,13.64863796,14.23819951,14.92335568,15.75020083,16.49622718,17.14407951,17.65036535,18.08783664,18.56344861,19.08737854,19.58481137,19.98663668,20.28089096,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged50-54,million,,,,,,,,,,,,,11.322948,11.52629779,10.36141371,10.51431449,10.69477416,12.47198605,13.33602395,13.58648975,12.994349,13.66028938,14.44830981,14.68041589,15.55746566,16.19475826,16.59499539,16.69633496,16.84393815,17.07268049,17.44236092,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged50-54|No Education,million,,,,,,,,,,,,,0.072906757,0.075473256,0.053562579,0.049579029,0.055272876,0.028832862,0.01455059,0.012887616,0.010337256,0.009060498,0.009104458,0.008963156,0.009473626,0.00983415,0.010046116,0.010110067,0.010200508,0.010339132,0.010562875,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged50-54|Primary Education,million,,,,,,,,,,,,,0.375701289,0.387087372,0.358785259,0.375874502,0.217027873,0.133532502,0.109194574,0.091023836,0.072658886,0.063485895,0.05538937,0.045998895,0.039580517,0.033203281,0.027240686,0.021110973,0.016595807,0.013350521,0.011421141,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged50-54|Secondary Education,million,,,,,,,,,,,,,6.655559622,6.615375002,5.609146071,5.534776339,5.531171673,5.311950307,5.03582477,4.585758856,3.985545603,3.876315914,3.85449053,3.731164668,3.804629576,3.838149271,3.830203759,3.686768146,3.565505776,3.471465552,3.41021106,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged50-54|Tertiary Education,million,,,,,,,,,,,,,4.218780332,4.44836216,4.339919806,4.554084618,4.891301734,6.997670382,8.176454013,8.896819442,8.925807254,9.711427071,10.52932545,10.89428917,11.70378194,12.31357156,12.72750482,12.97834578,13.25163606,13.57752529,14.01016585,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged55-59,million,,,,,,,,,,,,,10.003424,11.16271572,11.41470454,10.32715488,10.51382403,10.72286497,12.51552904,13.40283207,13.66723191,13.09350069,13.76686741,14.54619376,14.76907766,15.63386623,16.25301449,16.63268748,16.71462912,16.84299679,17.05328381,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged55-59|No Education,million,,,,,,,,,,,,,0.075840342,0.071147907,0.074069518,0.052962614,0.049236531,0.05508783,0.028782818,0.014558806,0.01291666,0.010384927,0.009109451,0.009149127,0.009004456,0.009509966,0.009859862,0.01005901,0.010111103,0.010189756,0.010317019,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged55-59|Primary Education,million,,,,,,,,,,,,,0.345623734,0.368080743,0.381240109,0.355880522,0.374299098,0.216807717,0.133570293,0.109447794,0.091360958,0.073080223,0.063888959,0.055701829,0.046236601,0.039748791,0.033302459,0.027285574,0.021120561,0.016583883,0.013326188,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged55-59|Secondary Education,million,,,,,,,,,,,,,5.78272694,6.558547707,6.548674698,5.588340697,5.532501296,5.543548414,5.328172223,5.059001576,4.611382644,4.014761845,3.905619987,3.879872247,3.753155857,3.822898423,3.851572085,3.838516757,3.690430423,3.56493681,3.467157218,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged55-59|Tertiary Education,million,,,,,,,,,,,,,3.799232984,4.164939361,4.410720218,4.329971045,4.557787106,4.907421007,7.025003704,8.219823891,8.951571648,8.995273699,9.788249016,10.60147055,10.96068074,11.76170906,12.35828008,12.75682614,12.99296703,13.25128634,13.56248339,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged60-64,million,,,,,,,,,,,,,8.652048,9.752527012,10.93495081,11.2425088,10.23016382,10.45334505,10.69499958,12.50378269,13.41533478,13.69725409,13.14473866,13.81886098,14.59417428,14.81190483,15.66381594,16.26714822,16.63133912,16.69920049,16.81415757,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged60-64|No Education,million,,,,,,,,,,,,,0.067945722,0.072849394,0.068778484,0.072105085,0.051933517,0.048524624,0.054530527,0.028567908,0.014492399,0.01288667,0.01038812,0.009118188,0.009159503,0.009015905,0.009514018,0.009853668,0.010043053,0.01008647,0.010156818,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged60-64|Primary Education,million,,,,,,,,,,,,,0.353040517,0.333891025,0.357642108,0.372831754,0.350368444,0.370177059,0.215251547,0.132910489,0.10918665,0.091311763,0.073206845,0.064021584,0.055812648,0.046324957,0.039788624,0.033300423,0.027257422,0.02108041,0.016538742,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged60-64|Secondary Education,million,,,,,,,,,,,,,5.210015755,5.634144732,6.421062707,6.446482365,5.532978495,5.498113672,5.52643447,5.320274121,5.061189675,4.619521415,4.029047361,3.919268948,3.891823772,3.763422029,3.829644113,3.85433325,3.837614278,3.686447533,3.558268868,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged60-64|Tertiary Education,million,,,,,,,,,,,,,3.021046007,3.711641862,4.087467508,4.351089596,4.294883365,4.536529693,4.898783039,7.02203017,8.23046606,8.973534244,9.032096332,9.826452256,10.63737835,10.99314194,11.78486918,12.36966087,12.75642437,12.98158608,13.22919314,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged65-69,million,,,,,,,,,,,,,6.514823,8.283688804,9.402938293,10.6084977,10.97216551,10.0445895,10.3107233,10.59004048,12.41549089,13.3547563,13.66149873,13.12526116,13.80701685,14.58654111,14.79892382,15.63974297,16.23262872,16.5875366,16.64784704,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged65-69|No Education,million,,,,,,,,,,,,,0.059321574,0.063666078,0.068861141,0.065550026,0.069270682,0.050285515,0.047285765,0.053430588,0.028109126,0.014317656,0.012774068,0.010322119,0.009075674,0.009128054,0.008983867,0.009473777,0.009806085,0.009989288,0.010027886,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged65-69|Primary Education,million,,,,,,,,,,,,,0.334485913,0.333550884,0.318005719,0.343182106,0.360388635,0.341114892,0.362465322,0.211781221,0.131239528,0.108196961,0.090735523,0.072883272,0.063820033,0.055685444,0.046209022,0.039661681,0.033173672,0.027138756,0.020978305,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged65-69|Secondary Education,million,,,,,,,,,,,,,4.29006517,4.984405659,5.427508593,6.224519742,6.286930985,5.42871724,5.419605,5.468478508,5.278728887,5.034875592,4.604775893,4.021158516,3.914426783,3.888653101,3.759105357,3.822708722,3.845086948,3.826435416,3.674067625,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged65-69|Tertiary Education,million,,,,,,,,,,,,,1.830950343,2.902066183,3.58856284,3.975245822,4.255575207,4.224471857,4.481367211,4.856350164,6.977413345,8.197366087,8.953213246,9.020897252,9.819694363,10.63307451,10.98462557,11.76789879,12.34456201,12.72397314,12.94277322,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged70-74,million,,,,,,,,,,,,,4.989276,6.069332598,7.786213884,8.916507519,10.13570245,10.55535204,9.733629258,10.04859487,10.37377108,12.21695271,13.19267168,13.53501392,13.03239588,13.73207522,14.51004475,14.71690687,15.54868256,16.13423899,16.48380461,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged70-74|No Education,million,,,,,,,,,,,,,0.069031878,0.053637866,0.058153118,0.063574157,0.061109936,0.065162961,0.047756864,0.045266383,0.051521136,0.027282742,0.013983053,0.012538378,0.010172886,0.008973748,0.009031026,0.008885391,0.009366989,0.009692945,0.009871875,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged70-74|Primary Education,million,,,,,,,,,,,,,0.354338995,0.305943858,0.307996216,0.296576873,0.322936123,0.341980347,0.326527095,0.349450977,0.2054773,0.12806255,0.106151204,0.089392375,0.072043559,0.063250978,0.055212204,0.04580041,0.03929769,0.032859278,0.026874424,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged70-74|Secondary Education,million,,,,,,,,,,,,,3.449713654,3.994463669,4.680086414,5.140535715,5.940537615,6.041767941,5.255126284,5.276751282,5.351322228,5.18842657,4.968651415,4.558138167,3.98981608,3.890928557,3.866153074,3.736199466,3.798317101,3.819613018,3.800331556,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged70-74|Tertiary Education,million,,,,,,,,,,,,,1.116191473,1.715287206,2.739978136,3.415820774,3.811118777,4.106440791,4.104219015,4.377126229,4.765450416,6.873180847,8.103886005,8.874945004,8.960363353,9.768921936,10.57964844,10.92602161,11.70170077,12.27207374,12.64672676,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged75-79,million,,,,,,,,,,,,,4.152571,4.408890272,5.440184851,7.075838403,8.203811122,9.424328089,9.918274181,9.232096089,9.612543549,10.00440542,11.87160665,12.89639329,13.29446152,12.85058637,13.55465612,14.32229311,14.52611637,15.34668185,15.92419049,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged75-79|No Education,million,,,,,,,,,,,,,0.064568357,0.058467235,0.04609612,0.050722969,0.056247794,0.054778311,0.059198365,0.043915201,0.042120261,0.048492919,0.025954919,0.013427247,0.012135717,0.009912653,0.008759958,0.008815014,0.00867206,0.009141301,0.009458654,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged75-79|Primary Education,million,,,,,,,,,,,,,0.383443731,0.305106598,0.267150948,0.272790308,0.266255188,0.293483357,0.314733529,0.303891552,0.328719647,0.195243653,0.122837166,0.102659041,0.087029541,0.070533538,0.062017486,0.054129555,0.044896952,0.03851717,0.032201769,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged75-79|Secondary Education,million,,,,,,,,,,,,,2.927837933,3.049181623,3.577147946,4.246164423,4.720894752,5.514099495,5.667831192,4.976079948,5.04011342,5.152542652,5.032883692,4.849259087,4.47092594,3.929626432,3.836410338,3.811801209,3.683510088,3.744594199,3.765443352,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged75-79|Tertiary Education,million,,,,,,,,,,,,,0.776720978,0.996134816,1.549789837,2.506160702,3.160413387,3.561966926,3.876511095,3.908209387,4.20159022,4.608126198,6.689930869,7.931047916,8.724370327,8.840513745,9.64746834,10.44754733,10.78903727,11.55442918,12.11708672,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged80-84,million,,,,,,,,,,,,,3.727484,3.35940042,3.643774335,4.595160388,6.100076426,7.200133571,8.412466822,8.989622106,8.493196194,8.964673594,9.449789243,11.3423891,12.43207845,12.91049493,12.50468992,13.18957898,13.93605765,14.13375516,14.9314433,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged80-84|No Education,million,,,,,,,,,,,,,0.061993812,0.049388627,0.045647155,0.036752934,0.041282619,0.046679226,0.04636282,0.051033153,0.038570217,0.037675863,0.044140271,0.023998857,0.012586646,0.011513256,0.00943501,0.008336271,0.008387146,0.008249728,0.00869477,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged80-84|Primary Education,million,,,,,,,,,,,,,0.409570463,0.299734699,0.243401282,0.217593115,0.226729226,0.225518787,0.25331157,0.276507089,0.27167882,0.298838359,0.180279985,0.115022285,0.09730476,0.083332919,0.067723146,0.059536536,0.051953263,0.043082038,0.036950479,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged80-84|Secondary Education,million,,,,,,,,,,,,,2.639955483,2.372081227,2.520261647,3.017071379,3.651438677,4.131521821,4.908941368,5.1239448,4.565900745,4.689250481,4.854788479,4.79527191,4.662765916,4.332172653,3.815516177,3.724636802,3.700410226,3.575568911,3.634588187,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged80-84|Tertiary Education,million,,,,,,,,,,,,,0.615964243,0.638195866,0.834464252,1.32374296,2.180625904,2.796413737,3.203851065,3.538137065,3.617046412,3.938908891,4.370580508,6.408096046,7.659421127,8.483476098,8.612015591,9.397069366,10.17530701,10.50685448,11.25120987,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged85-89,million,,,,,,,,,,,,,2.445378,2.611112959,2.426776262,2.717601024,3.536992227,4.83594117,5.866717431,7.024925504,7.694878551,7.442583733,8.025881905,8.623732767,10.52966525,11.70123647,12.19853293,11.81532236,12.46214542,13.16670996,13.35255055,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged85-89|No Education,million,,,,,,,,,,,,,0.039092206,0.04068784,0.033332139,0.031707316,0.026266367,0.030339287,0.035258827,0.035957381,0.04070698,0.031627117,0.031738941,0.038122186,0.021196296,0.011343973,0.010435059,0.008548471,0.007550484,0.007594212,0.007467681,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged85-89|Primary Education,million,,,,,,,,,,,,,0.310846582,0.275656091,0.20750869,0.173539738,0.159692193,0.171147681,0.174972448,0.201724352,0.226359451,0.228371809,0.257649436,0.158996177,0.103530522,0.089197917,0.076759257,0.062361093,0.054806432,0.047807731,0.039628469,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged85-89|Secondary Education,million,,,,,,,,,,,,,1.743961306,1.854275791,1.715930828,1.879134157,2.317001836,2.884001118,3.352082012,4.082653926,4.368727994,3.985121227,4.182760753,4.413289843,4.432457759,4.370931613,4.076548688,3.589669416,3.503530355,3.480175288,3.362279045,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged85-89|Tertiary Education,million,,,,,,,,,,,,,0.351477906,0.440493238,0.470004607,0.633219814,1.034031831,1.750453084,2.304404143,2.704589845,3.059084126,3.19746358,3.553732776,4.013324562,5.972480673,7.229762963,8.03478993,8.154743379,8.89625815,9.631132733,9.943175354,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged90-94,million,,,,,,,,,,,,,1.096856,1.366074297,1.521949679,1.478813802,1.731221938,2.357023263,3.360880955,4.24096,5.288284797,6.017829394,6.036388608,6.720511277,7.428438788,9.309433089,10.42050535,10.86506292,10.52424027,11.10007491,11.72674932,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged90-94|No Education,million,,,,,,,,,,,,,0.018695668,0.020500333,0.022147043,0.018860138,0.018638878,0.016057737,0.019239227,0.023190184,0.024639181,0.029026876,0.023458972,0.024429816,0.030360296,0.017423436,0.009408846,0.008650125,0.007082466,0.006252499,0.006285853,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged90-94|Primary Education,million,,,,,,,,,,,,,0.171614058,0.166972782,0.153912103,0.120596465,0.104949397,0.100567222,0.111960524,0.118840263,0.142782992,0.166796416,0.174960164,0.204589729,0.130353751,0.087430032,0.075997143,0.065359819,0.053072816,0.046621408,0.040643989,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged90-94|Secondary Education,million,,,,,,,,,,,,,0.753421836,0.977779691,1.083363446,1.046699376,1.19605578,1.539054198,1.994056458,2.408747324,3.055694333,3.397117685,3.213177208,3.483092039,3.779283349,3.892868013,3.865169938,3.603615363,3.172152417,3.095085571,3.073651993,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged90-94|Tertiary Education,million,,,,,,,,,,,,,0.153124437,0.20082149,0.262527086,0.292657823,0.411577882,0.701344106,1.235624746,1.690182229,2.065168292,2.424888418,2.624792264,3.008399693,3.488441393,5.311711608,6.469929422,7.187437615,7.291932572,7.952115428,8.606167484,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged95-99,million,,,,,,,,,,,,,0.297021,0.437196362,0.575348546,0.679657931,0.69958432,0.872372166,1.257931067,1.902325473,2.562366497,3.393708099,4.092555067,4.328512244,5.04709053,5.818141406,7.396639267,8.284074079,8.639784485,8.369585017,8.827465062,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged95-99|No Education,million,,,,,,,,,,,,,0.00566365,0.007103986,0.008174962,0.0092963,0.00831842,0.008682758,0.007843914,0.009877789,0.012631943,0.014202883,0.017693881,0.015072082,0.016480653,0.02144493,0.012471133,0.006729408,0.006182275,0.005058429,0.0044629,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged95-99|Primary Education,million,,,,,,,,,,,,,0.062050747,0.066405758,0.067929428,0.066052991,0.054497348,0.050207695,0.050579978,0.059332744,0.066955884,0.085277837,0.105544193,0.116788379,0.143388249,0.095532053,0.064925303,0.056447731,0.048506341,0.039360368,0.034554442,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged95-99|Secondary Education,million,,,,,,,,,,,,,0.198357619,0.301441501,0.412959011,0.484625839,0.49538721,0.601846764,0.818123043,1.121636863,1.444647836,1.946495051,2.292799531,2.285558982,2.59536802,2.935148558,3.060933691,3.03751173,2.830512732,2.490376533,2.428823427,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Female|Aged95-99|Tertiary Education,million,,,,,,,,,,,,,0.030948984,0.062245117,0.086285144,0.1196828,0.141381342,0.211634949,0.381384131,0.711478076,1.038130834,1.347732328,1.676517463,1.911092802,2.291853608,2.766015864,4.25830914,5.18338521,5.754583137,5.834789687,6.359624294,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,USA,Population|Male,million,,,,,,,,,,,,,153.139563,160.690028,169.6875582,179.9546564,190.7098328,201.5506106,212.6601039,224.1594285,236.3595194,249.2703589,262.8473699,276.4927408,289.9878076,303.305092,316.38666,329.1820878,341.6504454,352.908514,362.477604,,,,,,,,,,
